"Player","Team","POS","RUSHATT","RUSHYDS","RUSHTDS","REC","RECYDS","RECTDS","FL","FPTS"
"Jordan Addison","MIN","WR38","0.3","4.0","0.0","68.0","874.2","6.3","0.5","192.5"
"Zamir White","LV","RB21","229.9","969.5","5.6","34.2","238.8","0.8","1.3","191.1"
"Diontae Johnson","CAR","WR39","1.0","7.0","0.0","70.0","872.7","5.6","0.6","190.6"
"David Montgomery","DET","RB22","203.9","893.2","9.8","22.0","165.4","0.8","0.9","190.1"
"Najee Harris","PIT","RB23","240.2","959.2","6.9","29.3","184.5","1.2","1.0","190.0"
"James Conner","ARI","RB24","201.6","882.7","6.6","32.6","223.0","1.4","0.9","189.7"
"George Kittle","SF","TE6","0.0","2.5","0.0","65.4","879.7","6.0","0.4","188.5"
"Evan Engram","JAC","TE7","0.0","0.0","0.0","85.3","786.3","4.4","0.9","188.2"
"Rashee Rice","KC","WR40","1.5","6.8","0.0","68.7","812.7","6.2","0.9","186.4"
"Kyle Pitts","ATL","TE8","0.0","0.0","0.0","67.8","876.2","5.2","0.4","185.5"
"Raheem Mostert","MIA","RB25","168.8","799.4","8.4","26.2","183.6","1.5","1.0","182.2"
"Jaylen Warren","PIT","RB26","145.2","696.2","3.9","48.4","329.7","1.7","1.4","182.1"
"Jake Ferguson","DAL","TE9","0.0","0.0","0.0","70.7","737.5","5.9","0.4","179.0"
"Xavier Worthy","KC","WR41","3.3","20.0","0.1","57.6","844.9","6.0","0.8","178.8"
"Christian Watson","GB","WR42","4.8","26.4","0.4","53.8","781.3","7.2","0.5","178.6"
"Jaxon Smith-Njigba","SEA","WR43","0.0","2.0","0.0","70.3","769.8","5.3","0.6","178.3"
"Rome Odunze","CHI","WR44","1.0","6.0","0.0","62.3","846.6","5.3","1.1","177.4"
"Javonte Williams","DEN","RB27","196.4","802.8","4.5","39.2","234.3","1.5","0.9","177.3"
"Tyler Lockett","SEA","WR45","0.0","1.2","0.0","68.2","787.9","5.2","0.5","177.2"
"Zack Moss","CIN","RB28","190.2","805.4","6.3","29.9","206.7","1.4","0.5","176.3"
"Ladd McConkey","LAC","WR46","1.1","6.7","0.0","66.1","822.1","4.8","0.8","176.3"
"David Njoku","CLE","TE10","0.0","0.0","0.0","69.4","764.4","5.4","1.2","176.0"
"Courtland Sutton","DEN","WR47","0.0","1.2","0.0","62.6","805.1","5.9","1.3","175.8"
"Tony Pollard","TEN","RB29","189.5","809.4","5.6","33.5","231.0","0.8","0.9","174.0"
"Brian Thomas Jr.","JAC","WR48","0.7","5.8","0.0","62.7","825.1","5.0","1.1","173.5"
"Devin Singletary","NYG","RB30","196.5","857.3","5.0","33.4","216.1","0.7","1.0","172.6"
"Jonathon Brooks","CAR","RB31","196.3","840.0","5.2","30.4","232.6","1.1","1.6","172.0"
"Brian Robinson Jr.","WAS","RB32","184.5","762.4","5.3","29.2","247.4","1.8","1.5","170.0"
"Austin Ekeler","WAS","RB33","124.4","516.9","4.1","46.7","373.4","2.0","1.7","169.2"
"Mike Williams","NYJ","WR49","2.3","9.2","0.0","58.7","787.5","5.2","0.5","168.9"
"Tyjae Spears","TEN","RB34","144.1","612.9","3.6","43.7","338.6","1.5","0.9","167.8"
"Jakobi Meyers","LV","WR50","1.8","12.5","0.3","64.1","727.4","4.7","0.5","166.6"
"Ezekiel Elliott","DAL","RB35","180.5","701.8","6.2","31.8","211.2","1.3","1.0","166.4"
"Jerry Jeudy","CLE","WR51","0.3","4.5","0.0","59.5","815.2","4.2","0.6","165.8"
"Keon Coleman","BUF","WR52","0.7","4.5","0.0","57.9","773.2","5.2","1.1","164.6"
"Joshua Palmer","LAC","WR53","0.3","2.8","0.0","59.5","753.9","4.6","0.8","161.2"
"Dallas Goedert","PHI","TE11","0.0","0.0","0.0","66.6","703.5","4.1","0.5","160.9"
"Brandin Cooks","DAL","WR54","4.0","23.1","0.1","56.9","696.6","5.4","0.5","160.8"
"Adam Thielen","CAR","WR55","0.3","2.5","0.0","67.3","679.7","4.2","0.6","159.7"
"Jameson Williams","DET","WR56","4.5","41.4","0.7","51.8","727.8","4.5","0.6","159.1"
"Khalil Shakir","BUF","WR57","0.3","4.0","0.0","56.9","737.1","4.4","0.2","157.2"
"Brock Bowers","LV","TE12","0.0","0.0","0.0","62.1","689.5","4.6","1.1","156.6"
"Romeo Doubs","GB","WR58","0.0","1.5","0.0","55.1","682.2","5.6","0.5","155.8"
"Nick Chubb","CLE","RB36","179.5","829.3","5.8","19.7","156.9","0.6","0.9","155.5"
"Curtis Samuel","BUF","WR59","11.0","66.5","0.8","58.0","617.9","4.2","0.5","155.2"
"Gus Edwards","LAC","RB37","187.2","798.8","7.1","16.2","140.5","0.4","1.3","152.4"
"Gabe Davis","JAC","WR60","0.3","1.3","0.0","48.3","723.1","5.4","0.9","151.4"
"Rashid Shaheed","NO","WR61","4.3","33.3","0.0","50.6","731.9","4.2","0.9","151.0"
"DeMario Douglas","NE","WR62","10.0","50.1","0.2","58.1","704.9","3.1","1.2","150.8"
"Pat Freiermuth","PIT","TE13","0.0","0.0","0.0","59.2","613.4","4.6","0.5","147.2"
"Chase Brown","CIN","RB38","116.5","530.4","3.4","34.8","286.6","1.8","0.5","146.7"
"Dalton Schultz","HOU","TE14","0.0","0.0","0.0","57.4","613.8","4.9","0.8","146.5"
"Cole Kmet","CHI","TE15","0.0","0.0","0.0","59.9","590.1","4.4","0.5","144.1"
"T.J. Hockenson","MIN","TE16","0.0","0.0","0.0","61.8","618.9","3.6","0.8","143.7"
"Wan'Dale Robinson","NYG","WR63","8.1","58.4","0.5","60.3","571.4","2.9","0.5","142.3"
"Xavier Legette","CAR","WR64","2.8","17.5","0.1","50.7","656.3","3.5","0.8","138.0"
"Jerome Ford","CLE","RB39","147.3","566.5","3.7","29.6","210.1","1.7","0.8","137.7"
"Josh Downs","IND","WR65","0.0","5.0","0.0","55.4","632.0","3.2","0.5","137.4"
"Darnell Mooney","ATL","WR66","2.1","11.7","0.1","46.1","642.3","4.0","0.2","135.6"
"Jahan Dotson","WAS","WR67","0.0","2.5","0.0","48.8","599.6","4.2","0.5","133.3"
"Demarcus Robinson","LAR","WR68","0.3","7.8","0.0","46.2","592.2","4.4","0.6","131.5"
"Kendrick Bourne","NE","WR69","2.3","15.8","0.0","49.1","597.6","3.6","0.5","131.0"
"Adonai Mitchell","IND","WR70","0.7","4.8","0.0","46.1","629.3","3.6","0.8","129.3"
"Antonio Gibson","NE","RB40","116.9","445.5","2.3","37.6","283.9","1.2","1.4","129.0"
"Ja'Lynn Polk","NE","WR71","0.7","5.8","0.0","49.9","614.5","2.8","0.4","127.8"
"Jermaine Burton","CIN","WR72","1.0","5.7","0.0","45.9","591.4","3.8","0.4","127.8"
"Zach Charbonnet","SEA","RB41","114.9","503.8","3.0","33.3","224.9","0.8","0.8","127.6"
"Rashod Bateman","BAL","WR73","0.3","4.8","0.0","45.6","599.1","3.5","0.2","126.8"
"Tyler Conklin","NYJ","TE17","0.0","0.0","0.0","53.4","529.6","3.4","0.1","126.4"
"Dontayvion Wicks","GB","WR74","0.3","4.3","0.0","43.0","575.2","4.4","0.5","126.4"
"Marvin Mims Jr.","DEN","WR75","6.2","33.5","0.2","45.9","595.3","2.8","0.3","125.8"
"Michael Wilson","ARI","WR76","0.0","1.3","0.0","45.0","591.9","3.4","0.2","124.5"
"Ty Chandler","MIN","RB42","142.6","586.7","4.4","20.4","149.7","0.6","0.8","122.6"
"Malachi Corley","NYJ","WR77","4.4","31.6","0.1","46.2","518.6","3.4","0.1","122.2"
"J.K. Dobbins","LAC","RB43","130.3","531.0","3.6","22.9","172.7","1.5","0.9","122.1"
"Tyler Allgeier","ATL","RB44","133.2","550.6","3.8","21.3","169.4","1.2","0.8","121.8"
"Quentin Johnston","LAC","WR78","1.7","6.9","0.0","44.4","554.3","3.5","0.2","121.3"
"Chigoziem Okonkwo","TEN","TE18","0.0","2.0","0.0","50.1","532.0","2.6","0.4","118.3"
"Darius Slayton","NYG","WR79","0.0","1.3","0.0","40.6","582.4","3.1","0.1","117.0"
"Cade Otton","TB","TE19","0.0","0.0","0.0","48.4","477.9","3.5","0.4","116.6"
"Trey Benson","ARI","RB45","131.4","568.5","3.9","19.4","141.6","0.9","1.5","115.9"
"Luke Musgrave","GB","TE20","0.0","0.0","0.0","46.7","491.5","3.4","0.1","115.9"
"Blake Corum","LAR","RB46","128.9","542.6","4.1","19.7","152.4","0.7","1.5","115.4"
"Hunter Henry","NE","TE21","0.0","0.0","0.0","44.0","458.9","4.0","0.1","114.0"
"Jaleel McLaughlin","DEN","RB47","107.8","504.3","2.8","26.0","166.3","0.9","0.8","114.0"
"Rico Dowdle","DAL","RB48","144.1","533.9","3.5","18.8","143.5","1.0","0.4","112.7"
"Tyler Boyd","TEN","WR80","1.3","7.5","0.0","46.7","501.7","2.3","0.5","110.8"
"DJ Chark Jr.","LAC","WR81","0.0","1.3","0.0","34.9","505.0","4.3","0.5","110.6"
"Troy Franklin","DEN","WR82","1.0","5.0","0.0","40.8","517.1","3.1","0.7","110.0"
"Chuba Hubbard","CAR","RB49","121.4","505.6","3.3","22.4","153.7","0.5","0.8","109.6"
"Juwan Johnson","NO","TE22","0.0","0.0","0.0","40.6","440.2","4.2","0.1","109.5"
"Roman Wilson","PIT","WR83","0.7","10.0","0.0","39.8","517.2","2.9","0.4","109.0"
"Odell Beckham Jr.","MIA","WR84","0.0","2.3","0.0","37.4","510.1","3.4","0.4","108.4"
"Ricky Pearsall","SF","WR85","2.2","14.5","0.1","37.6","485.8","3.5","0.7","107.6"
"Noah Fant","SEA","TE23","0.0","0.0","0.0","43.0","461.6","2.8","0.1","105.5"
"Zay Jones","ARI","WR86","0.3","3.0","0.0","42.7","455.0","2.9","0.5","105.2"
"Jalin Hyatt","NYG","WR87","0.0","1.0","0.0","39.1","522.6","2.3","0.2","104.7"
"Taysom Hill","NO","TE24","47.5","237.3","2.2","29.3","271.7","2.1","0.7","104.7"
"Kendre Miller","NO","RB50","98.1","397.7","2.7","24.2","190.4","1.1","0.8","104.4"
"Rondale Moore","ATL","WR88","16.7","92.9","0.8","36.0","364.0","2.5","0.2","100.7"
"Jalen McMillan","TB","WR89","0.0","6.7","0.0","38.7","440.7","2.7","0.1","99.3"
"MarShawn Lloyd","GB","RB51","101.7","416.5","3.1","18.3","142.2","1.0","1.1","96.6"
"Elijah Moore","CLE","WR90","4.1","14.4","0.0","37.5","430.9","2.5","0.8","95.8"
"Luke McCaffrey","WAS","WR91","2.0","13.6","0.1","37.0","433.4","2.1","0.1","94.5"
"Hayden Hurst","LAC","TE25","0.0","0.0","0.0","39.0","376.8","2.8","0.1","93.0"
"Tim Patrick","DEN","WR92","0.0","1.0","0.0","32.3","419.4","3.1","0.1","92.6"
"Isaiah Likely","BAL","TE26","0.0","0.0","0.0","31.6","381.8","3.7","0.0","92.0"
"Ben Sinnott","WAS","TE27","0.0","0.0","0.0","37.5","390.2","2.6","0.4","91.4"
"Trey Palmer","TB","WR93","4.2","22.9","0.1","33.5","403.1","2.5","0.2","91.4"
"Tucker Kraft","GB","TE28","0.0","0.0","0.0","35.9","374.5","2.7","0.1","89.6"
"Josh Reynolds","DEN","WR94","0.0","1.3","0.0","31.9","414.3","2.8","0.4","89.5"
"Clyde Edwards-Helaire","KC","RB52","80.0","316.4","2.1","20.7","171.7","1.2","0.5","88.4"
"Jalen Tolbert","DAL","WR95","0.0","1.7","0.0","32.6","407.0","2.5","0.2","88.2"
"Greg Dortch","ARI","WR96","3.2","21.0","0.1","35.1","361.7","2.3","0.1","87.1"
"Mike Gesicki","CIN","TE29","0.0","0.0","0.0","34.7","335.6","3.0","0.0","86.1"
"Jonnu Smith","MIA","TE30","0.0","0.0","0.0","34.2","379.3","2.4","0.4","85.9"
"Khalil Herbert","CHI","RB53","105.9","447.3","2.7","12.9","89.4","0.7","0.8","85.1"
"Ray Davis","BUF","RB54","87.1","370.2","2.9","15.9","130.6","0.6","1.2","84.3"
"Alexander Mattison","LV","RB55","105.2","405.9","2.7","13.9","93.5","1.0","0.9","83.9"
"Tyler Higbee","LAR","TE31","0.0","0.0","0.0","34.6","354.1","2.1","0.1","82.7"
"Daniel Bellinger","NYG","TE32","0.0","0.0","0.0","35.5","332.7","2.0","0.1","80.9"
"Greg Dulcich","DEN","TE33","0.0","0.0","0.0","32.4","360.5","1.9","0.1","79.9"
"Roschon Johnson","CHI","RB56","75.9","289.5","2.3","21.1","138.8","0.6","0.5","79.9"
"Bucky Irving","TB","RB57","96.5","363.4","2.5","13.5","109.2","0.7","1.1","77.7"
"Samaje Perine","DEN","RB58","52.1","211.8","1.2","26.2","201.2","0.8","1.2","77.3"
"Dawson Knox","BUF","TE34","0.0","0.0","0.0","28.1","295.1","3.3","0.1","77.1"
"Noah Brown","HOU","WR97","0.3","0.8","0.0","25.3","390.5","2.1","0.1","76.8"
"Tyrone Tracy Jr.","NYG","RB59","97.2","361.5","2.2","14.7","107.7","0.5","1.1","75.3"
"Ja'Tavion Sanders","CAR","TE35","0.0","0.0","0.0","29.8","311.5","2.3","0.4","74.0"
"Elijah Mitchell","SF","RB60","98.3","402.6","3.2","9.2","59.4","0.2","0.7","73.9"
"Colby Parkinson","LAR","TE36","0.0","0.0","0.0","28.8","304.4","2.4","0.1","73.7"
"Braelon Allen","NYJ","RB61","100.5","385.3","2.7","10.0","78.0","0.5","0.8","73.5"
"Zach Ertz","WAS","TE37","0.0","0.0","0.0","30.9","289.1","2.3","0.1","73.3"
"Jonathan Mingo","CAR","WR98","0.0","2.0","0.0","29.4","342.0","1.6","0.1","73.3"
"Kenneth Gainwell","PHI","RB62","75.6","287.6","2.2","17.7","124.2","0.5","1.2","72.3"
"D'Onta Foreman","CLE","RB63","94.2","357.8","2.6","9.4","76.5","0.6","0.4","71.6"
"Cedrick Wilson Jr.","NO","WR99","0.3","2.3","0.0","24.6","308.0","2.6","0.1","71.1"
"Devontez Walker","BAL","WR100","0.0","3.5","0.0","25.4","311.2","2.3","0.1","70.5"
"Keaton Mitchell","BAL","RB64","68.9","316.1","2.3","12.0","95.4","0.6","0.7","69.2"
"Tommy Tremble","CAR","TE38","0.0","0.0","0.0","27.6","260.3","2.6","0.1","69.0"
"Alec Pierce","IND","WR101","0.0","1.0","0.0","22.7","340.9","2.0","0.0","68.6"
"Nelson Agholor","BAL","WR102","0.0","2.0","0.0","24.3","306.1","2.3","0.2","68.3"
"Van Jefferson","PIT","WR103","0.0","4.0","0.0","24.2","326.2","1.9","0.1","68.2"
"Donald Parham Jr.","LAC","TE39","0.0","0.0","0.0","24.4","254.5","3.0","0.0","67.8"
"A.T. Perry","NO","WR104","0.3","2.0","0.0","21.4","316.7","2.4","0.0","67.4"
"Jamaal Williams","NO","RB65","90.4","329.6","2.3","13.2","73.0","0.1","0.5","67.0"
"Tre Tucker","LV","WR105","0.0","11.7","0.0","25.7","306.1","1.6","0.2","67.0"
"Michael Mayer","LV","TE40","0.0","0.0","0.0","26.9","289.7","1.9","0.1","67.0"
"Cedric Tillman","CLE","WR106","0.0","1.7","0.0","24.1","303.2","1.9","0.1","65.9"
"Theo Johnson","NYG","TE41","0.0","0.0","0.0","28.3","273.7","1.8","0.6","65.3"
"Jaylen Wright","MIA","RB66","58.0","267.2","2.2","11.5","95.8","0.7","0.8","63.7"
"Dameon Pierce","HOU","RB67","82.5","334.0","2.3","9.4","68.6","0.1","0.5","63.5"
"Miles Sanders","CAR","RB68","88.1","320.9","1.6","14.4","89.2","0.1","1.2","63.3"
"KaVontae Turpin","DAL","WR107","8.7","66.9","0.4","17.8","210.0","2.6","0.4","62.5"
"Trenton Irwin","CIN","WR108","0.0","1.5","0.0","22.2","277.9","1.8","0.1","61.1"
"Kalif Raymond","DET","WR109","2.3","22.3","0.1","22.3","269.7","1.6","0.2","61.0"
"Javon Baker","NE","WR110","0.0","9.5","0.0","22.5","268.8","1.8","0.0","60.9"
"Gerald Everett","CHI","TE42","0.0","0.0","0.0","25.7","241.4","1.8","0.1","60.6"
"Tank Bigsby","JAC","RB69","95.0","313.3","3.1","7.9","54.2","0.2","2.2","60.2"
"Jelani Woods","IND","TE43","0.0","0.0","0.0","22.7","264.1","1.8","0.1","59.5"
"Kimani Vidal","LAC","RB70","16.7","260.0","1.7","13.0","93.2","0.1","0.0","58.8"
"Kylen Granson","IND","TE44","0.0","0.0","0.0","23.8","258.6","1.5","0.0","58.7"
"K.J. Osborn","NE","WR111","0.0","2.0","0.0","21.9","268.1","1.5","0.1","58.0"
"Treylon Burks","TEN","WR112","1.8","14.4","0.0","21.0","279.6","1.3","0.6","57.6"
"Noah Gray","KC","TE45","0.0","0.0","0.0","23.0","241.2","1.7","0.1","57.5"
"Andrei Iosivas","CIN","WR113","0.0","2.0","0.0","21.4","244.8","1.9","0.1","57.4"
"Justice Hill","BAL","RB71","54.4","219.8","1.5","13.9","103.5","0.4","0.8","56.4"
"Robert Woods","HOU","WR114","1.0","5.7","0.0","22.2","242.4","1.4","0.0","55.4"
"Calvin Austin III","PIT","WR115","4.5","31.9","0.1","20.6","235.6","1.2","0.1","54.8"
"Parker Washington","JAC","WR116","0.0","4.0","0.0","21.0","223.7","1.6","0.0","53.6"
"Chase Edmonds","TB","RB72","55.5","199.2","1.2","14.7","102.9","0.2","0.1","53.1"
"AJ Dillon","GB","RB73","56.9","240.6","1.8","9.7","83.5","0.1","0.4","53.0"
"Marquez Callaway","PIT","WR117","0.0","0.0","0.0","18.7","243.6","1.6","0.0","52.6"
"Tutu Atwell","LAR","WR118","2.2","14.1","0.1","18.5","243.1","1.3","0.1","52.0"
"Brandon Johnson","DEN","WR119","0.0","3.7","0.0","15.7","211.5","2.5","0.0","52.0"
"Will Dissly","LAC","TE46","0.0","0.0","0.0","22.2","212.6","1.4","0.1","51.9"
"Tanner Hudson","CIN","TE47","0.0","0.0","0.0","21.7","206.4","1.6","0.0","51.7"
"Brenden Rice","LAC","WR120","0.0","6.0","0.0","20.0","246.0","1.0","0.0","51.2"
"Brandon Powell","MIN","WR121","1.9","14.7","0.0","21.1","208.1","1.3","0.1","51.1"
"KhaDarel Hodge","ATL","WR122","0.0","0.0","0.0","17.8","238.6","1.5","0.2","50.1"
"JuJu Smith-Schuster","NE","WR123","0.0","1.3","0.0","21.0","222.0","1.1","0.1","49.9"
"Malik Washington","MIA","WR124","2.1","18.8","0.1","17.2","213.2","1.4","0.0","48.8"
"Bub Means","NO","WR125","0.0","0.0","0.0","18.1","217.9","1.5","0.1","48.5"
"Xavier Gipson","NYJ","WR126","4.6","32.5","0.2","16.7","187.8","1.3","0.1","47.6"
"Jake Bobo","SEA","WR127","4.2","18.7","0.2","16.7","194.6","1.3","0.1","46.5"
"Durham Smythe","MIA","TE48","0.0","0.0","0.0","19.8","190.3","1.3","0.0","46.4"
"Deuce Vaughn","DAL","RB74","38.7","154.9","1.2","11.8","87.2","0.6","0.4","45.5"
"Will Shipley","PHI","RB75","35.4","201.8","1.6","7.3","56.4","0.4","0.1","45.3"
"Johnny Mundt","MIN","TE49","0.0","0.0","0.0","19.4","185.9","1.2","0.0","45.3"
"Eric Gray","NYG","RB76","37.4","180.9","1.4","10.5","72.1","0.2","0.1","45.2"
"Logan Thomas","SF","TE50","0.0","0.0","0.0","16.7","182.7","1.8","0.4","45.2"
"Brevin Jordan","HOU","TE51","0.0","0.0","0.0","14.7","188.0","1.9","0.0","44.7"
"Cade Stover","HOU","TE52","0.0","0.0","0.0","17.0","182.5","1.5","0.0","44.3"
"Ty Johnson","BUF","RB77","27.1","139.4","0.9","11.8","99.3","0.6","0.2","44.0"
"Robert Tonyan","MIN","TE53","0.0","0.0","0.0","18.5","177.5","1.3","0.0","44.0"
"Audric Estime","DEN","RB78","46.5","202.9","1.4","7.3","57.7","0.4","0.7","42.8"
"Jaheim Bell","NE","TE54","0.0","0.0","0.0","16.5","172.0","1.5","0.0","42.7"
"Jeremy Ruckert","NYJ","TE55","0.0","0.0","0.0","17.5","173.3","1.2","0.1","42.1"
"Adam Trautman","DEN","TE56","0.0","0.0","0.0","16.8","162.6","1.5","0.0","42.1"
"Jauan Jennings","SF","WR128","0.0","2.0","0.0","15.2","189.3","1.3","0.1","42.0"
"Trey Sermon","IND","RB79","44.4","228.5","1.2","6.5","44.8","0.1","0.1","41.5"
"Jamison Crowder","WAS","WR129","0.0","0.0","0.0","18.6","183.4","0.7","0.3","40.6"
"Will Mallory","IND","TE57","0.0","0.0","0.0","15.9","167.2","1.3","0.0","40.6"
"Mo Alie-Cox","IND","TE58","0.0","0.0","0.0","13.8","155.6","1.8","0.0","40.3"
"Elijah Higgins","ARI","TE59","0.0","0.0","0.0","16.3","177.9","1.0","0.0","39.9"
"Justin Watson","KC","WR130","0.0","0.0","0.0","13.0","179.6","1.4","0.1","39.5"
"Brock Wright","DET","TE60","0.0","0.0","0.0","15.4","149.5","1.5","0.1","39.4"
"Dylan Laube","LV","RB80","41.3","171.1","1.1","8.7","62.2","0.2","0.1","39.4"
"Marquez Valdes-Scantling","BUF","WR131","0.0","1.3","0.0","12.3","191.2","1.3","0.1","39.0"
"Austin Hooper","NE","TE61","0.0","0.0","0.0","17.1","163.6","0.9","0.0","39.0"
"Isaiah Davis","NYJ","RB81","65.4","193.3","1.4","5.9","44.0","0.2","0.1","38.7"
"Kyle Juszczyk","SF","RB82","5.6","19.1","0.1","14.9","140.1","1.1","0.0","38.0"
"Mack Hollins","BUF","WR132","0.0","0.0","0.0","13.3","172.3","1.2","0.0","37.8"
"Emari Demercado","ARI","RB83","23.6","118.7","0.9","11.7","78.2","0.3","0.4","37.6"
"Rasheen Ali","BAL","RB84","26.4","158.3","1.5","6.6","51.6","0.1","0.0","37.0"
"Josh Oliver","MIN","TE62","0.0","0.0","0.0","15.2","149.7","1.2","0.4","36.5"
"Emani Bailey","KC","RB85","0.0","157.0","1.0","8.0","60.0","0.0","0.0","35.7"
"Ryan Flournoy","DAL","WR133","0.0","0.0","0.0","13.0","156.3","1.2","0.1","35.4"
"Davis Allen","LAR","TE63","0.0","0.0","0.0","14.1","144.9","1.1","0.0","35.3"
"Evan Hull","IND","RB86","34.5","144.1","1.0","7.9","55.5","0.3","0.2","35.1"
"Ameer Abdullah","LV","RB87","26.6","102.5","0.2","12.9","95.2","0.2","0.1","35.0"
"Isaac Guerendo","SF","RB88","29.9","167.3","1.3","5.2","43.0","0.1","0.0","34.4"
"Dyami Brown","WAS","WR134","0.0","2.0","0.0","12.1","158.7","1.0","0.1","34.0"
"Stephen Sullivan","CAR","TE64","0.0","0.0","0.0","14.3","146.8","0.8","0.0","33.9"
"Connor Heyward","PIT","TE65","0.0","0.0","0.0","15.3","137.7","0.7","0.0","33.4"
"Cordarrelle Patterson","PIT","RB89","22.4","110.9","0.8","9.0","67.7","0.3","0.1","33.3"
"Jack Stoll","NYG","TE66","0.0","0.0","0.0","14.1","129.8","0.9","0.0","32.7"
"Foster Moreau","NO","TE67","0.0","0.0","0.0","12.4","138.8","1.0","0.0","32.5"
"Chris Rodriguez Jr.","WAS","RB90","14.5","133.6","0.9","7.4","52.4","0.2","0.1","32.3"
"Izaiah Gathings","KC","TE68","0.0","0.0","0.0","13.0","129.0","1.0","0.0","31.9"
"Jamari Thrash","CLE","WR135","0.0","6.0","0.0","11.0","141.0","1.0","0.0","31.7"
"Jase McClellan","ATL","RB91","33.0","134.0","1.0","5.5","43.8","0.4","0.0","31.7"
"Tyler Scott","CHI","WR136","2.1","20.6","0.1","11.1","128.4","0.9","0.0","31.4"
"Kendall Milton","PHI","RB92","34.0","146.0","2.0","2.0","25.0","0.0","0.0","31.1"
"Jacob Cowing","SF","WR137","0.0","6.0","0.0","11.0","134.0","1.0","0.0","31.0"
"Michael Carter","ARI","RB93","24.6","109.7","0.8","8.8","57.5","0.1","0.1","30.9"
"Tanner McLachlan","CIN","TE69","0.0","0.0","0.0","12.5","123.5","1.0","0.0","30.9"
"Pharaoh Brown","SEA","TE70","0.0","0.0","0.0","12.0","132.0","0.9","0.0","30.7"
"Trey Knox","MIN","TE71","0.0","0.0","0.0","12.0","125.0","1.0","0.0","30.5"
"Devin Culp","TB","TE72","0.0","0.0","0.0","12.0","124.5","1.0","0.0","30.5"
"Dallin Holker","NO","TE73","0.0","0.0","0.0","12.0","124.0","1.0","0.0","30.4"
"Nyheim Hines","CLE","RB94","22.4","68.1","0.5","10.8","80.3","0.2","0.1","30.0"
"Allen Lazard","NYJ","WR138","0.0","1.0","0.0","10.5","134.0","1.0","0.0","29.9"
"David Bell","CLE","WR139","0.0","1.7","0.0","12.4","131.6","0.7","0.0","29.9"
"Andrew Beck","HOU","TE74","3.7","9.5","0.7","9.9","87.8","1.5","1.5","29.6"
"Peyton Hendershot","DAL","TE75","0.0","0.0","0.0","11.6","117.8","1.0","0.0","29.4"
"DeWayne McBride","MIN","RB95","0.0","147.0","1.0","5.0","36.0","0.0","0.0","29.3"
"AJ Barner","SEA","TE76","0.0","0.0","0.0","11.9","123.9","0.8","0.0","29.3"
"Marcus Rosemy-Jacksaint","WAS","WR140","0.0","6.0","0.0","10.0","126.0","1.0","0.0","29.2"
"Parris Campbell","PHI","WR141","0.0","1.7","0.0","12.1","123.9","0.8","0.1","29.0"
"Isaiah Spiller","LAC","RB96","42.0","144.1","0.9","5.2","33.3","0.1","0.1","28.8"
"Ainias Smith","PHI","WR142","0.0","3.0","0.0","10.4","128.2","0.9","0.0","28.7"
"Derius Davis","LAC","WR143","6.7","38.6","0.1","9.4","106.5","0.7","0.1","28.6"
"Mecole Hardman Jr.","KC","WR144","0.0","18.5","0.0","9.9","125.5","0.7","0.0","28.4"
"Quez Watkins","PIT","WR145","0.0","2.5","0.0","10.3","137.3","0.7","0.0","28.4"
"Chris Moore","ARI","WR146","0.0","8.0","0.0","10.6","134.1","0.6","0.0","28.3"
"Jordan Whittington","LAR","WR147","0.0","0.0","0.0","10.7","131.1","0.8","0.1","28.3"
"Luke Schoonmaker","DAL","TE77","0.0","0.0","0.0","10.8","111.2","1.1","0.0","28.2"
"Brayden Willis","SF","TE78","0.0","0.0","0.0","10.0","121.0","1.0","0.0","28.1"
"Cameron Latu","SF","TE79","0.0","0.0","0.0","10.0","121.0","1.0","0.0","28.1"
"Kevin Harris","NE","RB97","13.5","120.7","0.9","5.9","43.5","0.1","0.1","27.9"
"John FitzPatrick","ATL","TE80","0.0","0.0","0.0","10.0","118.0","1.0","0.0","27.8"
"Darnell Washington","PIT","TE81","0.0","0.0","0.0","11.2","112.1","0.9","0.0","27.6"
"Ray-Ray McCloud III","ATL","WR148","2.4","15.5","0.1","10.3","106.0","0.8","0.1","27.5"
"Josh Whyle","TEN","TE82","0.0","0.0","0.0","11.2","116.7","0.7","0.0","27.3"
"Johnny Wilson","PHI","WR149","0.0","2.5","0.0","10.2","121.4","0.7","0.0","27.0"
"Irv Smith Jr.","KC","TE83","0.0","0.0","0.0","10.6","100.1","1.0","0.0","26.3"
"Trent Sherfield Sr.","MIN","WR150","0.0","1.3","0.0","9.7","121.6","0.7","0.0","26.1"
"Erick All Jr.","CIN","TE84","0.0","0.0","0.0","10.8","103.8","0.8","0.0","25.9"
"Eric Saubert","SF","TE85","0.0","0.0","0.0","10.0","98.0","1.0","0.0","25.8"
"Kadarius Toney","KC","WR151","7.5","44.3","0.2","7.6","87.1","0.6","0.1","25.6"
"Trayveon Williams","CIN","RB98","21.9","94.6","0.7","6.8","43.5","0.2","0.2","25.5"
"Drew Ogletree","IND","TE86","0.0","0.0","0.0","10.1","107.3","0.8","0.1","25.3"
"Olamide Zaccheaus","WAS","WR152","0.0","2.5","0.0","8.8","118.7","0.7","0.0","25.3"
"Allen Robinson II","NYG","WR153","0.0","1.3","0.0","11.1","100.5","0.7","0.1","25.2"
